2019-04-12 09:55:41.714 [main] ERROR o.s.boot.logging.LoggingApplicationListener - Cannot set level: debug  for 'org.springframework.web'
2019-04-12 09:55:41.849 [main] INFO  com.gd.MaApplication - Starting MaApplication on DESKTOP-EV4OCOI with PID 23708 (E:\FrConfig\zhy_server_jwt\classes\production\zhy_server started by qiemengyan in E:\FrConfig\zhy_server_jwt)
2019-04-12 09:55:41.850 [main] INFO  com.gd.MaApplication - The following profiles are active: prod
2019-04-12 09:55:41.953 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@35cabb2a: startup date [Fri Apr 12 09:55:41 CST 2019]; root of context hierarchy
2019-04-12 09:55:42.079 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.2.4.Final
2019-04-12 09:55:43.673 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$3e24a26d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-12 09:55:43.867 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$8736d88b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-12 09:55:44.627 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 9191 (http)
2019-04-12 09:55:44.647 [main] INFO  org.apache.catalina.core.StandardService - Starting service Tomcat
2019-04-12 09:55:44.648 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.6
2019-04-12 09:55:44.792 [localhost-startStop-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/ma] - Initializing Spring embedded WebApplicationContext
2019-04-12 09:55:44.792 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2839 ms
2019-04-12 09:55:47.129 [localhost-startStop-1] INFO  o.s.cache.ehcache.EhCacheManagerFactoryBean - Initializing EhCache CacheManager
